Roof_Area_m2,Rainfall_mm,Runoff_Coefficient,Tank_Size_Liters,Liters_Captured
113.64,148.49,0.72,2000,12155.61
165.41,203.31,0.82,15000,27752.34
75.32,349.43,0.79,5000,20721.98
245.45,312.59,0.81,5000,61930.43
72.02,42.76,0.77,15000,2398.01
43.79,357.22,0.7,1000,10909.96
142.15,193.99,0.93,2000,25778.94
204.33,300.11,0.63,1000,38651.68
142.56,64.62,0.93,5000,8581.67
97.49,271.58,0.71,15000,18724.89
176.29,102.17,0.78,10000,13980.63
117.16,180.97,0.64,10000,13522.73
281.2,16.58,0.62,1000,2910.72
278.34,69.13,0.75,1000,14397.23
160.66,45.91,0.86,1000,6301.22
111.81,103.5,0.69,5000,7993.01
226.4,49.01,0.8,5000,8899.05
30.28,279.84,0.7,15000,5862.59
152.94,21.33,0.74,5000,2426.11
114.17,250.92,0.92,15000,26237.53
277.75,64.88,0.9,15000,16231.97
23.36,378.61,0.78,1000,6972.45
174.79,373.91,0.68,10000,44714.66
227.39,97.95,0.67,1000,14854.11
155.81,249.62,0.93,5000,36336.71
43.91,20.92,0.67,2000,594.31
292.29,373.4,0.88,5000,96402.33
165.04,213.97,0.73,10000,25744.62
191.97,26.86,0.94,5000,4940.23
86.25,143.57,0.73,10000,8977.91
155.38,39.97,0.72,2000,4450.61
140.16,163.25,0.82,2000,18865.61
40.97,271.27,0.94,15000,10430.6
49.72,193.26,0.94,5000,9140.46
254.49,159.65,0.85,15000,34422.09
87.15,56.47,0.86,1000,4225.0
74.59,105.53,0.8,1000,6245.99
161.38,49.06,0.86,1000,6829.59
235.25,324.92,0.9,1000,68883.06
37.35,62.74,0.77,1000,1722.18
181.51,242.2,0.82,5000,35851.55
53.38,143.67,0.79,15000,6054.86
30.21,98.13,0.8,15000,2380.84
34.77,259.39,0.91,10000,8204.49
253.57,188.23,0.72,1000,34600.76
53.03,166.06,0.67,2000,5849.48
32.64,241.21,0.76,10000,5944.45
142.61,201.59,0.67,10000,19305.38
256.32,128.36,0.77,5000,25435.74
93.47,228.03,0.92,10000,19571.27
138.08,271.1,0.82,2000,30597.47
31.18,20.41,0.9,15000,459.94
145.74,191.69,0.66,10000,18288.55
181.73,32.5,0.92,5000,5411.83
179.85,82.7,0.81,1000,12027.07
113.08,228.6,0.61,2000,15790.48
108.35,347.81,0.82,1000,30978.07
49.85,354.29,0.93,10000,16568.35
122.7,37.28,0.63,15000,2867.53
47.86,173.45,0.8,5000,6715.78
234.65,237.37,0.92,2000,51244.39
290.56,67.36,0.6,15000,11831.93
291.62,308.52,0.82,2000,73884.9
262.22,300.25,0.77,5000,60299.9
188.22,362.3,0.72,5000,49163.95
216.24,13.31,0.82,10000,2335.11
99.86,94.51,0.62,2000,5879.89
196.62,332.6,0.86,10000,56509.56
147.58,271.53,0.6,2000,23981.61
154.96,358.81,0.71,2000,39314.2
232.18,32.3,0.78,1000,5843.91
98.94,242.82,0.73,10000,17662.05
109.05,231.93,0.71,2000,17892.05
278.9,23.91,0.89,2000,5959.72
35.74,210.27,0.93,5000,6973.66
155.98,247.71,0.91,1000,34971.84
275.58,84.6,0.78,5000,18185.43
190.9,116.6,0.91,10000,20180.87
172.99,259.74,0.92,10000,41480.83
89.93,192.64,0.74,2000,12881.47
116.12,344.63,0.7,15000,27943.2
258.57,143.53,0.63,5000,23472.72
176.58,114.0,0.77,10000,15491.93
164.13,394.1,0.93,2000,60182.76
47.88,365.34,0.8,2000,13964.16
24.49,21.31,0.83,5000,428.42
289.83,310.58,0.64,2000,57564.7
125.56,53.03,0.65,1000,4416.97
188.9,20.72,0.76,15000,2879.65
42.32,116.74,0.93,5000,4565.29
211.27,115.04,0.73,5000,17732.61
281.12,329.53,0.91,5000,84080.7
181.19,287.16,0.64,2000,33396.13
55.31,392.83,0.82,2000,17822.61
182.88,287.49,0.81,5000,42648.64
234.58,173.12,0.9,5000,36561.62
133.8,282.58,0.6,1000,22675.33
266.35,399.79,0.67,10000,71040.09
201.63,286.96,0.68,1000,39123.65
271.79,307.06,0.93,5000,77832.9
194.58,375.96,0.65,2000,47903.26
56.76,54.32,0.61,2000,1898.99
106.71,284.87,0.79,5000,23926.47
76.5,341.81,0.78,10000,20443.87
274.47,382.21,0.9,15000,93983.59
232.91,92.28,0.93,15000,19942.49
209.39,206.53,0.79,1000,34166.81
104.27,275.42,0.93,10000,26494.12
71.53,106.51,0.85,15000,6463.8
231.81,244.18,0.69,10000,39261.75
152.76,110.46,0.92,2000,15679.63
83.22,140.05,0.83,2000,9720.37
192.65,182.19,0.74,10000,26129.18
31.29,216.38,0.84,5000,5682.68
111.33,185.25,0.74,15000,15172.86
151.2,202.35,0.64,15000,19633.62
61.43,126.45,0.85,2000,6584.19
295.7,72.0,0.89,1000,18901.6
78.55,28.47,0.86,15000,1916.19
56.5,86.43,0.68,2000,3335.44
76.99,236.96,0.93,2000,17076.61
235.34,316.59,0.61,10000,45422.35
139.14,76.01,0.72,10000,7640.36
178.32,52.34,0.69,10000,6447.53
25.88,302.22,0.62,1000,4861.9
29.64,129.01,0.74,15000,2880.94
144.83,381.08,0.82,1000,45065.91
248.66,288.58,0.91,1000,65200.58
267.87,137.43,0.95,10000,34795.37
44.28,122.92,0.88,2000,4806.3
170.74,214.24,0.76,5000,28011.37
275.7,40.87,0.85,2000,9653.08
128.63,55.89,0.9,2000,6477.76
252.28,78.58,0.76,2000,15104.06
57.43,312.14,0.87,2000,15663.13
281.91,210.4,0.77,1000,45578.97
230.4,14.12,0.74,10000,2347.41
283.57,272.67,0.78,10000,60659.79
209.45,175.24,0.84,2000,30677.54
121.75,209.23,0.85,5000,21700.78
282.69,93.51,0.72,15000,19174.61
97.16,225.2,0.8,2000,17506.27
113.01,391.87,0.92,2000,40688.2
216.23,38.64,0.94,5000,7941.01
234.29,120.73,0.68,1000,19221.99
280.23,104.77,0.67,2000,19565.25
77.34,106.93,0.84,5000,6888.85
243.44,157.7,0.75,1000,28557.31
226.79,329.06,0.61,1000,45371.88
37.86,366.01,0.72,2000,9934.83
128.42,88.86,0.88,1000,10075.54
99.17,221.75,0.88,2000,19299.31
105.26,258.39,0.77,2000,21033.89
295.23,213.51,0.77,10000,48228.45
199.98,179.29,0.8,15000,28779.25
220.95,84.87,0.68,15000,12778.85
293.45,200.41,0.78,10000,46170.72
125.62,166.47,0.6,2000,12551.0
244.52,320.27,0.77,5000,59990.53
141.67,307.81,0.72,1000,31197.85
263.47,62.26,0.84,10000,13696.54
70.58,44.52,0.82,10000,2604.29
285.35,364.18,0.73,10000,76257.09
81.26,218.85,0.6,10000,10766.08
111.34,344.54,0.69,15000,26420.26
231.73,32.68,0.82,2000,6175.73
130.25,215.34,0.63,10000,17581.81
190.3,220.38,0.64,10000,26744.89
144.48,345.67,0.83,10000,41285.62
227.86,48.07,0.86,5000,9566.63
83.93,103.77,0.71,5000,6159.05
36.37,168.55,0.77,1000,4832.2
103.98,347.68,0.93,2000,33747.07
152.81,376.16,0.93,10000,53514.17
67.05,397.16,0.71,1000,18852.34
119.34,384.09,0.88,1000,40462.33
132.0,12.32,0.81,2000,1322.98
36.07,28.61,0.94,5000,976.05
183.33,67.57,0.77,2000,9468.23
267.62,146.06,0.87,1000,34014.8
62.49,333.67,0.87,2000,18103.75
187.39,358.14,0.77,5000,51949.29
206.13,82.87,0.88,1000,14919.35
137.41,251.67,0.69,2000,23965.65
216.31,367.77,0.64,10000,51109.98
135.0,190.86,0.75,10000,19279.04
161.3,50.38,0.93,2000,7568.76
22.06,188.55,0.78,2000,3211.05
213.68,156.56,0.82,5000,27567.55
205.18,235.29,0.82,1000,39496.92
30.75,181.08,0.65,2000,3570.33
123.11,16.76,0.74,1000,1551.3
294.13,397.66,0.85,10000,99155.84
137.81,221.98,0.94,1000,28886.08
160.54,194.72,0.66,15000,20499.92
274.78,382.3,0.74,5000,78123.83
220.83,70.79,0.63,5000,9933.4
182.98,83.8,0.68,1000,10455.84
243.39,325.13,0.73,5000,57983.45
262.02,111.72,0.79,1000,23069.74
147.93,321.7,0.68,1000,32399.3
153.03,115.9,0.68,10000,12108.54
128.09,22.94,0.87,1000,2508.78
290.68,211.64,0.94,5000,57630.88
215.21,86.71,0.71,15000,13347.95
43.3,305.56,0.84,2000,11132.55
261.63,260.07,0.69,5000,47004.19
154.56,370.21,0.92,15000,52953.95
39.25,315.37,0.84,5000,10315.94
173.92,80.5,0.88,15000,12415.01
136.81,322.06,0.62,5000,27155.05
265.77,260.28,0.81,2000,56062.53
77.12,270.89,0.78,10000,16409.78
251.41,334.58,0.7,10000,59065.79
176.15,233.79,0.69,2000,28449.36
35.29,191.74,0.8,5000,5447.78
292.12,258.29,0.85,15000,63916.22
163.53,126.2,0.61,1000,12647.04
101.45,81.21,0.8,5000,6568.01
151.43,250.47,0.66,2000,25024.38
260.2,101.2,0.65,10000,17118.71
105.37,41.17,0.82,10000,3545.64
73.95,10.22,0.71,5000,522.65
56.14,247.24,0.75,15000,10487.82
103.4,151.24,0.73,2000,11334.93
238.41,303.4,0.83,2000,59848.63
152.06,156.32,0.76,15000,18195.22
83.69,199.54,0.94,15000,15686.9
66.53,168.76,0.72,5000,8156.32
113.16,263.72,0.86,5000,25626.62
283.18,148.89,0.69,10000,28995.21
116.05,385.87,0.78,10000,34832.97
296.67,375.1,0.79,15000,88302.88
155.86,340.73,0.72,1000,37976.15
70.17,368.92,0.77,1000,19769.52
269.52,185.16,0.7,1000,34883.38
148.9,219.21,0.6,2000,19612.45
218.71,299.42,0.68,5000,44199.24
295.44,281.5,0.85,15000,70254.12
34.05,357.36,0.87,10000,10569.43
47.07,289.37,0.7,1000,9479.89
221.73,399.18,0.74,10000,65744.28
98.91,145.92,0.61,5000,8853.67
71.6,334.87,0.68,15000,16328.25
31.02,282.08,0.87,1000,7581.2
26.12,279.64,0.81,1000,5967.04
236.86,137.08,0.67,15000,21816.22
57.64,316.38,0.69,10000,12635.45
150.96,361.15,0.89,5000,48329.64
189.65,95.23,0.67,5000,12143.7
139.94,253.94,0.72,5000,25499.86
27.59,162.93,0.83,10000,3779.66
239.38,395.92,0.8,10000,75438.76
22.94,196.74,0.76,1000,3359.94
233.33,99.04,0.91,10000,21096.08
270.13,158.92,0.68,2000,29087.58
141.2,265.0,0.86,15000,32245.39
169.95,39.67,0.66,10000,4419.31
153.56,245.4,0.82,5000,30794.59
128.98,373.18,0.9,10000,43591.43
268.48,341.64,0.76,1000,69699.28
270.3,36.39,0.85,15000,8392.6
114.03,397.42,0.89,15000,40234.89
192.22,282.5,0.65,5000,35108.22
279.53,73.29,0.85,15000,17395.66
289.38,14.84,0.92,2000,4013.31
162.51,76.8,0.8,15000,10046.72
146.79,336.89,0.67,5000,32886.8
98.03,18.44,0.64,15000,1189.15
288.48,100.93,0.69,10000,20165.58
59.99,305.35,0.64,1000,11580.41
182.35,238.58,0.78,10000,33801.37
99.11,315.27,0.62,2000,19536.52
98.12,301.0,0.68,2000,20000.34
133.39,29.73,0.75,1000,2999.49
299.66,358.08,0.77,1000,82190.09
35.39,98.54,0.8,1000,2843.84
181.99,225.82,0.85,1000,34817.04
43.12,261.27,0.62,15000,6972.5
63.27,75.77,0.63,10000,3034.5
143.08,390.73,0.62,2000,34773.29
162.93,200.38,0.75,15000,24395.59
92.46,32.48,0.61,1000,1861.1
108.61,375.53,0.86,5000,35005.2
44.35,238.64,0.68,5000,7144.93
104.9,282.69,0.93,10000,27591.61
290.64,214.82,0.77,2000,48022.99
284.52,335.55,0.76,2000,72134.46
113.77,22.92,0.87,10000,2309.59
179.84,114.67,0.85,1000,17489.62
274.69,193.16,0.81,1000,43176.47
21.73,39.88,0.93,2000,807.3
246.99,285.3,0.75,2000,52771.03
285.54,163.53,0.88,2000,41315.73
45.57,116.34,0.73,1000,3950.15
65.21,11.32,0.89,5000,633.81
289.01,290.73,0.69,10000,57989.62
170.51,335.19,0.7,10000,40141.68
23.98,164.07,0.84,15000,3292.57
92.14,230.05,0.67,15000,14305.42
145.98,98.8,0.68,5000,9867.95
214.01,252.66,0.71,2000,38164.46
225.28,14.73,0.84,5000,2809.72
298.72,200.57,0.91,15000,54574.3
100.5,261.24,0.84,15000,21991.78
170.7,368.09,0.89,10000,55925.26
169.33,158.72,0.79,5000,21282.99
133.58,308.42,0.62,1000,25692.3
67.37,243.1,0.64,15000,10366.18
293.69,371.53,0.79,10000,86641.63
258.93,165.37,0.71,2000,30574.53
159.53,134.45,0.68,5000,14493.64
188.91,355.99,0.76,15000,51288.49
83.63,29.21,0.83,1000,2066.96
172.26,63.19,0.73,15000,8095.52
214.59,42.14,0.88,1000,8005.0
164.25,338.81,0.86,5000,47808.71
297.28,14.14,0.86,1000,3636.37
191.18,346.05,0.94,1000,62459.27
123.87,185.99,0.7,10000,16239.11
236.2,11.57,0.83,5000,2166.24
67.73,166.64,0.9,15000,10170.0
127.66,82.85,0.8,2000,8528.48
117.15,253.52,0.88,5000,26066.7
140.91,274.95,0.75,5000,28897.68
238.9,200.14,0.81,2000,38506.39
155.57,25.8,0.62,15000,2454.55
242.32,265.89,0.95,10000,60947.85
181.42,338.4,0.88,15000,54042.58
115.78,290.93,0.9,2000,30468.29
246.79,333.68,0.84,15000,69395.73
86.72,88.2,0.67,5000,5032.16
82.83,356.67,0.61,10000,18009.29
161.26,135.66,0.9,1000,19676.36
93.04,15.23,0.74,15000,1074.11
22.54,338.92,0.69,1000,5143.52
201.52,377.31,0.8,10000,60533.44
163.11,265.67,0.75,1000,32481.34
144.74,100.26,0.83,15000,12006.57
290.75,108.18,0.77,2000,24159.46
179.94,191.97,0.84,5000,29266.67
261.76,360.15,0.9,5000,84703.9
59.05,68.34,0.67,1000,2796.85
179.38,332.13,0.72,5000,42601.4
263.03,123.61,0.75,5000,24524.33
183.27,325.35,0.94,2000,55968.01
221.04,368.91,0.73,1000,59360.92
124.17,176.72,0.73,2000,16076.3
45.89,152.37,0.83,2000,5829.81
148.21,322.87,0.75,10000,35683.11
130.45,216.5,0.93,1000,26411.88
262.78,276.94,0.91,2000,66413.55
88.32,252.9,0.78,15000,17338.2
290.69,69.63,0.83,5000,16706.25
288.28,339.47,0.62,1000,60682.71
89.34,86.35,0.84,10000,6384.43
117.45,373.59,0.85,2000,37189.84
270.76,107.72,0.73,15000,21112.37
290.65,296.21,0.68,5000,58254.86
144.16,121.02,0.92,5000,16000.63
109.88,133.94,0.75,15000,11061.17
167.31,130.9,0.83,1000,18150.48
212.58,301.68,0.61,5000,39152.99
96.57,227.16,0.74,5000,16412.34
226.21,354.35,0.89,5000,71039.61
34.46,129.88,0.74,2000,3268.19
33.8,279.88,0.81,2000,7635.72
128.16,303.65,0.67,5000,26205.03
118.97,69.08,0.75,10000,6066.02
108.38,166.23,0.92,5000,16724.55
157.49,198.3,0.8,1000,24985.9
109.81,148.72,0.92,10000,14936.88
73.83,135.62,0.92,1000,9149.93
106.65,277.7,0.93,15000,27513.53
292.97,94.19,0.91,15000,25218.07
135.11,286.66,0.6,2000,23297.35
144.52,374.67,0.93,2000,50224.75
181.43,230.43,0.65,2000,27110.09
295.34,248.46,0.61,15000,45008.25
87.65,36.88,0.62,1000,1966.2
210.76,347.15,0.72,10000,52840.72
220.48,121.32,0.82,2000,21826.97
190.05,249.87,0.74,15000,35248.57
44.8,391.85,0.61,2000,10689.69
209.52,242.25,0.77,5000,38846.49
37.95,292.64,0.75,10000,8376.57
186.92,183.67,0.86,1000,29684.29
227.08,33.54,0.7,2000,5383.4
79.07,321.06,0.68,5000,17167.33
255.65,23.65,0.69,5000,4199.12
28.5,283.26,0.71,10000,5694.32
256.27,18.94,0.81,15000,3981.23
148.89,346.3,0.77,15000,39512.19
80.92,71.48,0.72,2000,4107.14
57.46,210.57,0.73,2000,8814.93
286.93,242.89,0.73,15000,50851.64
40.35,188.44,0.94,1000,7195.5
75.75,142.9,0.68,1000,7344.9
117.39,192.45,0.89,5000,19912.19
193.67,131.45,0.85,10000,21625.46
172.54,180.87,0.6,1000,18746.8
55.18,149.98,0.95,2000,7825.49
101.12,230.82,0.86,1000,20165.18
86.85,102.79,0.84,10000,7384.8
79.79,395.58,0.74,2000,23357.17
135.12,205.34,0.79,10000,22081.7
217.13,85.72,0.69,15000,12815.9
80.89,196.06,0.61,10000,9759.78
122.67,347.9,0.89,10000,38174.83
129.46,18.5,0.91,10000,2107.35
293.41,275.03,0.66,2000,52989.01
287.31,223.71,0.88,10000,56263.2
244.04,76.13,0.86,10000,16041.72
87.66,328.82,0.66,5000,19040.88
39.05,153.87,0.75,2000,4508.61
108.73,124.58,0.75,10000,10196.38
94.7,332.97,0.87,1000,27351.67
161.66,259.02,0.89,10000,37426.41
237.76,360.32,0.63,1000,54208.77
260.33,255.65,0.8,15000,53101.08
256.56,298.92,0.87,15000,66381.21
120.71,336.21,0.88,2000,35542.93
212.43,31.35,0.65,2000,4253.86
107.59,312.66,0.78,15000,26460.72
37.05,249.35,0.9,2000,8259.18
216.44,37.11,0.71,1000,5691.27
22.75,208.35,0.75,1000,3632.75
134.57,42.16,0.88,5000,5023.63
112.23,297.02,0.63,2000,21005.76
214.15,223.14,0.9,2000,43050.51
234.55,381.89,0.71,5000,63513.12
105.15,81.42,0.6,10000,5162.28
247.26,246.35,0.68,1000,41528.88
102.3,92.52,0.63,10000,5958.87
144.97,249.49,0.63,5000,22904.81
223.57,291.83,0.84,2000,54954.75
214.02,291.7,0.67,10000,42078.9
296.46,327.88,0.93,2000,90107.87
83.05,342.88,0.78,5000,22230.93
205.45,40.14,0.76,15000,6292.7
190.71,143.87,0.75,2000,20643.44
276.23,277.98,0.84,10000,64618.22
63.78,204.45,0.76,10000,9913.07
230.5,84.36,0.65,5000,12532.52
179.12,225.56,0.91,10000,36658.12
96.91,168.9,0.75,1000,12321.39
152.84,162.11,0.63,2000,15472.39
113.46,325.8,0.79,1000,29116.96
182.21,168.96,0.83,5000,25531.57
268.92,20.32,0.7,1000,3855.64
179.41,32.64,0.88,1000,5120.9
196.88,343.94,0.83,2000,56531.31
165.25,384.63,0.83,2000,52617.41
34.33,278.48,0.75,15000,7107.4
85.2,152.1,0.94,1000,12192.05
157.76,376.05,0.7,2000,41289.21
106.87,268.49,0.8,1000,22894.66
70.89,339.29,0.71,1000,17107.9
161.16,308.68,0.86,5000,42891.28
110.39,157.86,0.62,5000,10743.96
92.27,196.69,0.62,1000,11211.93
149.92,82.59,0.88,5000,10960.28
57.32,123.89,0.75,2000,5316.18
279.77,313.47,0.72,1000,63225.16
262.96,358.65,0.81,5000,76608.52
218.13,292.54,0.85,2000,53966.76
49.74,191.42,0.67,1000,6327.22
237.25,43.74,0.66,1000,6942.36
246.23,32.21,0.94,5000,7452.83
234.97,155.99,0.81,2000,29599.32
51.91,190.89,0.74,1000,7237.53
200.29,247.56,0.88,1000,43672.96
253.61,12.53,0.78,15000,2510.61
181.66,395.99,0.68,1000,49179.92
200.99,151.94,0.67,15000,20552.14
148.34,340.76,0.74,15000,37317.96
168.04,218.64,0.9,2000,33085.89
29.63,60.87,0.62,10000,1149.67
198.91,321.05,0.68,15000,43210.25
42.81,286.83,0.91,2000,11167.72
141.8,215.7,0.64,5000,19598.8
101.94,210.68,0.82,15000,17610.86
172.72,44.12,0.67,10000,5152.57
57.36,265.78,0.81,5000,12379.9
213.66,365.39,0.73,15000,57302.6
242.6,46.37,0.64,15000,7137.83
65.74,112.77,0.8,10000,6031.18
49.21,361.9,0.84,1000,14951.74
60.74,120.89,0.84,10000,6164.8
265.6,265.04,0.82,2000,57919.71
167.89,218.58,0.78,2000,28422.46
150.83,242.57,0.78,10000,28698.59
49.88,172.16,0.82,10000,7090.83
201.88,127.0,0.84,10000,21615.18
263.04,28.93,0.83,10000,6269.58
251.89,300.27,0.81,10000,60968.63
195.3,300.98,0.65,15000,38423.49
41.08,271.58,0.67,5000,7532.72
51.47,261.02,0.69,2000,9290.05
33.81,105.05,0.92,2000,3340.05
92.09,18.71,0.87,5000,1467.33
57.99,325.4,0.79,10000,15000.04
92.81,201.54,0.69,5000,12893.47
127.82,129.67,0.64,10000,10548.98
284.04,49.75,0.91,2000,12951.24
190.91,34.46,0.91,1000,5995.28
253.79,146.06,0.64,2000,23675.13
218.9,323.85,0.88,2000,62295.45
51.5,368.3,0.76,1000,14348.92
226.06,359.73,0.71,5000,58015.16
97.03,368.8,0.86,15000,30753.59
198.95,364.01,0.82,10000,59039.83
115.47,215.62,0.87,10000,21779.55
299.35,95.57,0.63,2000,17951.17
93.79,321.24,0.71,1000,21512.93
98.16,93.35,0.71,2000,6555.96
280.59,114.21,0.72,2000,22933.49
26.9,100.97,0.78,5000,2163.98
215.07,210.84,0.7,10000,31706.09
223.09,135.51,0.76,15000,22855.59
254.19,70.12,0.73,1000,12862.49
292.84,186.74,0.86,15000,46839.21
293.17,350.82,0.81,1000,83469.91
38.28,232.52,0.83,10000,7443.22
250.12,352.55,0.67,5000,59433.01
200.97,86.39,0.71,15000,12425.28
201.26,75.12,0.61,1000,9216.61
55.94,234.48,0.64,2000,8368.97
202.05,190.7,0.69,10000,26646.23
295.1,267.47,0.62,5000,49197.42
275.31,319.9,0.81,2000,71358.09
142.96,303.01,0.95,5000,41147.64
31.19,377.48,0.64,1000,7549.53
121.44,165.32,0.89,2000,17831.19
251.39,90.49,0.64,5000,14621.33
216.42,224.86,0.83,10000,40662.46
148.62,53.19,0.83,15000,6515.03
35.43,122.65,0.92,15000,4054.84
139.53,91.08,0.64,2000,8182.75
151.33,164.66,0.71,10000,17708.35
280.0,53.37,0.63,10000,9331.76
199.5,22.42,0.74,5000,3316.14
107.26,266.15,0.92,2000,26231.56
167.09,248.0,0.87,10000,36213.35
38.5,286.26,0.85,5000,9472.97
292.32,267.55,0.79,10000,61567.98
120.82,54.57,0.91,2000,6006.31
153.8,123.52,0.76,10000,14374.45
119.48,60.52,0.65,10000,4625.44
211.1,338.76,0.89,10000,63910.72
205.43,301.29,0.7,15000,43211.72
220.29,88.6,0.62,1000,12127.55
95.08,143.11,0.64,2000,8783.33
108.39,386.98,0.81,15000,34079.35
55.07,241.72,0.81,1000,10840.87
203.54,322.45,0.69,10000,45373.73
31.14,113.19,0.85,10000,3062.87
187.35,91.92,0.87,15000,14983.38
263.51,315.73,0.92,5000,76694.26
269.43,277.49,0.8,2000,60175.18
145.73,275.58,0.87,1000,35051.13
148.61,225.53,0.86,10000,28917.29
41.55,229.8,0.69,2000,6564.47
207.81,296.92,0.71,10000,43787.03
249.95,115.3,0.77,10000,22116.96
88.5,147.58,0.61,10000,7983.07
137.96,349.94,0.7,2000,34102.02
254.88,130.46,0.77,15000,25457.51
265.59,223.06,0.64,2000,37755.29
88.09,284.03,0.64,2000,16070.97
174.16,399.97,0.76,5000,53147.36
73.9,179.76,0.86,5000,11366.55
48.53,176.96,0.89,15000,7667.38
275.11,338.61,0.79,5000,73692.7
249.74,324.15,0.77,15000,62022.52
232.81,295.12,0.73,10000,50600.64
33.65,190.66,0.67,10000,4256.27
256.24,136.34,0.65,2000,22656.12
142.65,247.4,0.88,10000,30958.93
115.87,351.73,0.76,5000,31063.61
173.01,354.67,0.88,1000,53830.55
45.58,52.31,0.85,2000,2022.59
231.86,177.06,0.67,15000,27478.93
183.08,191.24,0.78,10000,27163.76
72.25,391.27,0.76,2000,21386.21
72.71,274.42,0.75,2000,15003.79
71.59,168.83,0.79,2000,9531.35
35.96,20.16,0.94,10000,667.98
184.58,230.5,0.88,15000,37615.02
255.3,47.47,0.92,2000,11081.4
24.9,335.44,0.61,2000,5157.04
33.72,303.48,0.65,2000,6600.63
180.38,189.6,0.63,10000,21568.49
249.46,177.39,0.69,5000,30555.92
111.49,359.96,0.75,15000,30226.36
117.89,122.5,0.82,2000,11919.28
186.98,107.12,0.78,2000,15477.64
96.78,376.29,0.92,2000,33309.6
27.45,325.61,0.93,10000,8365.63
225.86,330.04,0.66,5000,49020.32
195.18,86.13,0.9,2000,15109.09
182.61,65.89,0.77,2000,9281.87
227.67,20.15,0.76,10000,3413.1
209.06,102.45,0.87,15000,18689.89
77.65,311.93,0.63,15000,15335.94
118.69,103.61,0.91,5000,11106.88
55.31,294.35,0.83,15000,13522.02
56.36,108.24,0.91,2000,5514.35
209.33,164.16,0.95,10000,32591.43
260.41,393.43,0.78,2000,80037.23
289.57,105.48,0.63,2000,19278.36
195.94,156.78,0.66,5000,20180.86
71.55,127.42,0.71,15000,6492.06
49.58,52.75,0.64,15000,1702.93
247.6,201.06,0.89,15000,44152.54
182.05,157.69,0.7,2000,20212.21
193.12,281.01,0.94,10000,51001.09
238.81,328.86,0.85,10000,66478.61
216.92,222.26,0.66,2000,31887.66
253.65,22.56,0.77,1000,4359.52
35.74,251.38,0.76,2000,6849.28
229.31,31.6,0.77,15000,5670.06
258.24,250.38,0.79,2000,50997.57
100.12,277.16,0.61,1000,16913.23
199.33,87.13,0.84,2000,14703.75
107.97,329.54,0.77,15000,27438.77
288.23,365.32,0.88,5000,92456.03
29.36,327.1,0.89,10000,8436.36
182.34,128.99,0.68,1000,15984.85
66.62,238.79,0.62,5000,9707.36
219.42,366.78,0.85,10000,68086.91
69.25,135.06,0.94,5000,8854.54
85.91,329.81,0.76,2000,21522.02
158.42,13.7,0.69,2000,1463.87
276.15,11.42,0.65,10000,2083.9
79.28,306.29,0.7,10000,16997.97
60.39,306.96,0.71,2000,13285.78
232.51,317.7,0.75,2000,55274.83
160.17,372.71,0.83,10000,49500.28
275.3,55.98,0.7,10000,10634.04
61.05,100.47,0.62,10000,3804.78
200.86,362.45,0.73,15000,53266.53
85.21,79.12,0.9,15000,6001.13
63.89,276.07,0.77,2000,13706.15
211.36,216.88,0.94,15000,42987.51
186.23,42.45,0.78,1000,6032.88
231.35,121.25,0.7,2000,19523.34
106.65,212.95,0.67,1000,15149.58
145.43,342.42,0.84,5000,42006.46
133.53,285.94,0.79,1000,30105.25
295.55,252.53,0.81,5000,60566.04
101.83,203.45,0.86,1000,17940.91
102.55,126.49,0.85,5000,11033.12
119.27,56.51,0.62,5000,4137.01
178.09,169.54,0.88,2000,26589.45
90.65,21.12,0.79,10000,1564.34
276.28,92.31,0.74,10000,18707.06
94.39,178.67,0.79,2000,13321.87
270.83,173.26,0.81,5000,38287.07
48.97,27.28,0.65,10000,877.72
203.84,239.73,0.75,10000,36625.15
273.96,224.38,0.72,1000,44077.21
67.25,40.46,0.72,15000,1959.43
291.13,377.83,0.63,2000,69488.18
146.81,48.76,0.66,15000,4684.31
284.8,343.39,0.66,5000,64248.33
209.51,10.12,0.73,1000,1530.94
104.44,354.09,0.91,10000,33726.73
72.72,17.69,0.67,1000,785.13
105.05,305.55,0.75,2000,23925.47
46.04,151.06,0.71,5000,4930.92
60.28,297.9,0.88,1000,15709.08
49.3,166.68,0.62,1000,5186.29
138.42,37.65,0.67,1000,3518.35
242.76,309.33,0.67,10000,50565.13
59.59,37.79,0.95,5000,2169.16
56.49,369.63,0.8,10000,16740.44
200.16,29.88,0.65,1000,3879.08
75.21,196.94,0.7,10000,10277.68
47.33,291.98,0.66,10000,9054.8
66.72,163.37,0.64,2000,7083.61
278.64,94.72,0.88,15000,23192.23
250.01,306.05,0.77,15000,59175.88
119.14,315.87,0.82,2000,30949.3
203.63,369.85,0.72,2000,53920.89
170.44,156.7,0.79,10000,21323.85
209.59,207.44,0.69,10000,29979.98
211.15,151.62,0.71,5000,22641.56
196.05,110.26,0.83,15000,17869.34
94.51,302.9,0.65,10000,18641.01
30.92,142.46,0.82,5000,3615.09
147.56,176.98,0.9,15000,23493.79
269.47,167.43,0.64,5000,28953.71
179.46,287.94,0.91,5000,47237.07
253.07,367.94,0.63,2000,58468.38
297.65,270.03,0.72,1000,58106.5
65.81,193.92,0.81,1000,10354.04
213.7,313.89,0.8,1000,53388.89
